onset	duration	trial_num	trial_type	tone_num	tone_type	frequency	response
81.91489999999999	0.075618912524078	1	systole	1	B	500	systole
82.53500000000008	0.075618912524078	1	systole	2	B	500	systole
83.17489999999998	0.075618912524078	1	systole	3	B	500	systole
83.81490000000008	0.075618912524078	1	systole	4	B	500	systole
84.45479999999998	0.075618912524078	1	systole	5	B	500	systole
85.14650000000006	0.075618912524078	1	systole	6	B	500	systole
85.84980000000019	0.075618912524078	1	systole	7	B	500	systole
86.53750000000014	0.075618912524078	1	systole	8	B	500	systole
87.21940000000018	0.075618912524078	1	systole	9	B	500	systole
87.86930000000007	0.075618912524078	1	systole	10	B	500	systole
88.51920000000018	0.075618912524078	1	systole	11	B	500	systole
89.14920000000006	0.075618912524078	1	systole	12	B	500	systole
89.76930000000016	0.075618912524078	1	systole	13	B	500	systole
90.38930000000005	0.075618912524078	1	systole	14	B	500	systole
90.99940000000015	0.075618912524078	1	systole	15	B	500	systole
98.50870000000009	0.0850108567683491	2	systole	1	B	500	systole
99.1386	0.0850108567683491	2	systole	2	B	500	systole
99.7469000000001	0.0850108567683491	2	systole	3	B	500	systole
100.37920000000008	0.0850108567683491	2	systole	4	B	500	systole
101.029	0.0850108567683491	2	systole	5	B	500	systole
101.67890000000011	0.0850108567683491	2	systole	6	B	500	systole
102.29169999999999	0.0850108567683491	2	systole	7	B	500	systole
102.94160000000011	0.0850108567683491	2	systole	8	B	500	systole
103.61160000000018	0.0850108567683491	2	systole	9	B	500	systole
104.27170000000001	0.0850108567683491	2	systole	10	B	500	systole
104.94170000000008	0.0850108567683491	2	systole	11	B	500	systole
105.6132	0.0850108567683491	2	systole	12	B	500	systole
106.26350000000002	0.0850108567683491	2	systole	13	B	500	systole
106.89340000000016	0.0850108567683491	2	systole	14	B	500	systole
107.52330000000006	0.0850108567683491	2	systole	15	B	500	systole
112.7668000000001	0.0781186687818262	3	diastole	1	B	500	systole
113.39660000000003	0.0781186687818262	3	diastole	2	B	500	systole
114.01690000000008	0.0781186687818262	3	diastole	3	B	500	systole
114.68340000000012	0.0781186687818262	3	diastole	4	B	500	systole
115.3701000000001	0.0781186687818262	3	diastole	5	B	500	systole
116.03840000000014	0.0781186687818262	3	diastole	6	B	500	systole
116.6985000000002	0.0781186687818262	3	diastole	7	B	500	systole
117.35860000000002	0.0781186687818262	3	diastole	8	B	500	systole
117.97880000000009	0.0781186687818262	3	diastole	9	B	500	systole
118.59890000000019	0.0781186687818262	3	diastole	10	B	500	systole
119.19240000000013	0.0781186687818262	3	diastole	11	B	500	systole
119.82230000000004	0.0781186687818262	3	diastole	12	B	500	systole
120.45209999999997	0.0781186687818262	3	diastole	13	B	500	systole
121.06940000000009	0.0781186687818262	3	diastole	14	B	500	systole
121.71730000000002	0.0781186687818262	3	diastole	15	B	500	systole
125.91150000000016	0.0829896248469594	4	diastole	1	B	500	systole
126.55140000000006	0.0829896248469594	4	diastole	2	B	500	systole
127.17140000000018	0.0829896248469594	4	diastole	3	B	500	systole
127.78179999999998	0.0829896248469594	4	diastole	4	B	500	systole
128.40520000000015	0.0829896248469594	4	diastole	5	B	500	systole
129.00160000000005	0.0829896248469594	4	diastole	6	B	500	systole
129.60460000000012	0.0829896248469594	4	diastole	7	B	500	systole
130.21720000000005	0.0829896248469594	4	diastole	8	B	500	systole
130.83760000000007	0.0829896248469594	4	diastole	9	B	500	systole
131.4775000000002	0.0829896248469594	4	diastole	10	B	500	systole
132.1273000000001	0.0829896248469594	4	diastole	11	B	500	systole
132.7953	0.0829896248469594	4	diastole	12	B	500	systole
133.45550000000003	0.0829896248469594	4	diastole	13	B	500	systole
134.12390000000005	0.0829896248469594	4	diastole	14	B	500	systole
134.7523000000001	0.0829896248469594	4	diastole	15	B	500	systole
139.8538000000001	0.0799939062562771	5	diastole	1	B	500	systole
140.48360000000002	0.0799939062562771	5	diastole	2	B	500	systole
141.07550000000015	0.0799939062562771	5	diastole	3	B	500	systole
141.67550000000006	0.0799939062562771	5	diastole	4	B	500	systole
142.28539999999998	0.0799939062562771	5	diastole	5	B	500	systole
142.94510000000014	0.0799939062562771	5	diastole	6	B	500	systole
143.63350000000014	0.0799939062562771	5	diastole	7	B	500	systole
144.3534000000002	0.0799939062562771	5	diastole	8	B	500	systole
145.07330000000002	0.0799939062562771	5	diastole	9	B	500	systole
145.79320000000007	0.0799939062562771	5	diastole	10	B	500	systole
146.51310000000012	0.0799939062562771	5	diastole	11	B	500	systole
147.23310000000015	0.0799939062562771	5	diastole	12	B	500	systole
148.01120000000014	0.0799939062562771	5	diastole	13	B	500	systole
148.7627	0.0799939062562771	5	diastole	14	B	500	systole
153.2405000000001	0.0793826157751027	6	systole	1	B	500	systole
