onset	duration	trial_num	trial_type	tone_num	tone_type	frequency	response
56.91759999999999	0.0987527690303977	1	diastole	1	B	500	diastole
57.87749999999983	0.0987527690303977	1	diastole	2	B	500	diastole
58.99589999999989	0.0987527690303977	1	diastole	3	B	500	diastole
59.99090000000001	0.0987527690303977	1	diastole	4	B	500	diastole
60.910899999999856	0.0987527690303977	1	diastole	5	B	500	diastole
61.721000000000004	0.0987527690303977	1	diastole	6	B	500	diastole
62.53099999999995	0.0987527690303977	1	diastole	7	B	500	diastole
63.27099999999996	0.0987527690303977	1	diastole	8	B	500	diastole
63.971000000000004	0.0987527690303977	1	diastole	9	B	500	diastole
64.61259999999993	0.0987527690303977	1	diastole	10	B	500	diastole
65.32089999999994	0.0987527690303977	1	diastole	11	B	500	diastole
80.8757999999998	0.1106276356149464	2	systole	1	B	500	diastole
81.67579999999998	0.1106276356149464	2	systole	2	B	500	diastole
82.3757999999998	0.1106276356149464	2	systole	3	B	500	diastole
83.07579999999984	0.1106276356149464	2	systole	4	B	500	diastole
83.7657999999999	0.1106276356149464	2	systole	5	B	500	diastole
84.44579999999996	0.1106276356149464	2	systole	6	B	500	diastole
84.99579999999992	0.1106276356149464	2	systole	7	B	500	diastole
85.60329999999999	0.1106276356149464	2	systole	8	B	500	diastole
86.3875999999998	0.1106276356149464	2	systole	9	B	500	diastole
87.17769999999996	0.1106276356149464	2	systole	10	B	500	diastole
88.0175999999999	0.1106276356149464	2	systole	11	B	500	diastole
88.92769999999996	0.1106276356149464	2	systole	12	B	500	diastole
100.75029999999992	0.0943782505055423	3	systole	1	B	500	systole
101.77039999999988	0.0943782505055423	3	systole	2	B	500	systole
102.68629999999985	0.0943782505055423	3	systole	3	B	500	systole
103.44599999999991	0.0943782505055423	3	systole	4	B	500	systole
104.20579999999995	0.0943782505055423	3	systole	5	B	500	systole
105.37829999999985	0.0943782505055423	3	systole	6	B	500	systole
106.47849999999994	0.0943782505055423	3	systole	7	B	500	systole
107.5786999999998	0.0943782505055423	3	systole	8	B	500	systole
108.46269999999981	0.0943782505055423	3	systole	9	B	500	systole
109.42259999999987	0.0943782505055423	3	systole	10	B	500	systole
113.53369999999995	0.1224844751122873	4	diastole	1	B	500	diastole
114.33379999999988	0.1224844751122873	4	diastole	2	B	500	diastole
115.13379999999984	0.1224844751122873	4	diastole	3	B	500	diastole
115.8268999999998	0.1224844751122873	4	diastole	4	B	500	diastole
116.42259999999987	0.1224844751122873	4	diastole	5	B	500	diastole
116.89249999999993	0.1224844751122873	4	diastole	6	B	500	diastole
117.28109999999992	0.1224844751122873	4	diastole	7	B	500	diastole
118.02119999999991	0.1224844751122873	4	diastole	8	B	500	diastole
118.76119999999992	0.1224844751122873	4	diastole	9	B	500	diastole
119.50119999999993	0.1224844751122873	4	diastole	10	B	500	diastole
120.54109999999991	0.1224844751122873	4	diastole	11	B	500	diastole
121.5809999999999	0.1224844751122873	4	diastole	12	B	500	diastole
122.51089999999999	0.1224844751122873	4	diastole	13	B	500	diastole
134.32749999999987	0.0950051999825518	5	systole	1	B	500	systole
135.24239999999986	0.0950051999825518	5	systole	2	B	500	systole
136.21159999999986	0.0950051999825518	5	systole	3	B	500	systole
137.08169999999996	0.0950051999825518	5	systole	4	B	500	systole
138.2290999999998	0.0950051999825518	5	systole	5	B	500	systole
139.28909999999996	0.0950051999825518	5	systole	6	B	500	systole
140.42329999999993	0.0950051999825518	5	systole	7	B	500	systole
141.4931999999999	0.0950051999825518	5	systole	8	B	500	systole
142.56299999999987	0.0950051999825518	5	systole	9	B	500	systole
146.8376999999998	0.125004390371032	6	diastole	1	B	500	systole
147.73759999999993	0.125004390371032	6	diastole	2	B	500	systole
148.6375999999998	0.125004390371032	6	diastole	3	B	500	systole
149.57409999999982	0.125004390371032	6	diastole	4	B	500	systole
150.54399999999987	0.125004390371032	6	diastole	5	B	500	systole
151.37559999999985	0.125004390371032	6	diastole	6	B	500	systole
152.20229999999992	0.125004390371032	6	diastole	7	B	500	systole
153.1239999999998	0.125004390371032	6	diastole	8	B	500	systole
154.09399999999982	0.125004390371032	6	diastole	9	B	500	systole
155.10399999999981	0.125004390371032	6	diastole	10	B	500	systole
158.1175999999998	0.1212451374740339	7	diastole	1	B	500	diastole
158.96249999999986	0.1212451374740339	7	diastole	2	B	500	diastole
159.74239999999986	0.1212451374740339	7	diastole	3	B	500	diastole
160.4324999999999	0.1212451374740339	7	diastole	4	B	500	diastole
161.12259999999992	0.1212451374740339	7	diastole	5	B	500	diastole
161.7724999999998	0.1212451374740339	7	diastole	6	B	500	diastole
162.36099999999988	0.1212451374740339	7	diastole	7	B	500	diastole
162.87239999999997	0.1212451374740339	7	diastole	8	B	500	diastole
163.3958	0.1212451374740339	7	diastole	9	B	500	diastole
164.3558999999998	0.1212451374740339	7	diastole	10	B	500	diastole
165.3458999999998	0.1212451374740339	7	diastole	11	B	500	diastole
166.43579999999997	0.1212451374740339	7	diastole	12	B	500	diastole
167.5257999999999	0.1212451374740339	7	diastole	13	B	500	diastole
169.55639999999994	0.1206081112031824	8	systole	1	B	500	diastole
170.4665	0.1206081112031824	8	systole	2	B	500	diastole
171.2265	0.1206081112031824	8	systole	3	B	500	diastole
171.91679999999997	0.1206081112031824	8	systole	4	B	500	diastole
172.57679999999982	0.1206081112031824	8	systole	5	B	500	diastole
173.1972999999998	0.1206081112031824	8	systole	6	B	500	diastole
173.8469	0.1206081112031824	8	systole	7	B	500	diastole
174.41449999999986	0.1206081112031824	8	systole	8	B	500	diastole
175.47479999999996	0.1206081112031824	8	systole	9	B	500	diastole
176.5145	0.1206081112031824	8	systole	10	B	500	diastole
177.5541999999998	0.1206081112031824	8	systole	11	B	500	diastole
178.61429999999996	0.1206081112031824	8	systole	12	B	500	diastole
182.05899999999997	0.1262366605515126	9	systole	1	B	500	diastole
182.91899999999987	0.1262366605515126	9	systole	2	B	500	diastole
183.66899999999987	0.1262366605515126	9	systole	3	B	500	diastole
184.28909999999996	0.1262366605515126	9	systole	4	B	500	diastole
184.9266	0.1262366605515126	9	systole	5	B	500	diastole
185.60169999999994	0.1262366605515126	9	systole	6	B	500	diastole
186.62239999999997	0.1262366605515126	9	systole	7	B	500	diastole
187.69269999999983	0.1262366605515126	9	systole	8	B	500	diastole
188.7630999999999	0.1262366605515126	9	systole	9	B	500	diastole
189.77259999999978	0.1262366605515126	9	systole	10	B	500	diastole
190.78219999999988	0.1262366605515126	9	systole	11	B	500	diastole
193.625	0.1268551715475041	10	systole	1	B	500	diastole
194.33479999999986	0.1268551715475041	10	systole	2	B	500	diastole
195.04459999999995	0.1268551715475041	10	systole	3	B	500	diastole
195.75429999999983	0.1268551715475041	10	systole	4	B	500	diastole
196.6688999999999	0.1268551715475041	10	systole	5	B	500	diastole
197.6588999999999	0.1268551715475041	10	systole	6	B	500	diastole
198.70889999999986	0.1268551715475041	10	systole	7	B	500	diastole
199.66689999999994	0.1268551715475041	10	systole	8	B	500	diastole
200.6366999999998	0.1268551715475041	10	systole	9	B	500	diastole
201.52769999999987	0.1268551715475041	10	systole	10	B	500	diastole
202.31589999999983	0.1268551715475041	10	systole	11	B	500	diastole
210.57309999999984	0.1093913124932441	11	diastole	1	B	500	diastole
211.2826	0.1093913124932441	11	diastole	2	B	500	diastole
211.99209999999994	0.1093913124932441	11	diastole	3	B	500	diastole
212.6525999999999	0.1093913124932441	11	diastole	4	B	500	diastole
213.31259999999997	0.1093913124932441	11	diastole	5	B	500	diastole
213.97259999999983	0.1093913124932441	11	diastole	6	B	500	diastole
215.0387999999998	0.1093913124932441	11	diastole	7	B	500	diastole
216.13879999999995	0.1093913124932441	11	diastole	8	B	500	diastole
217.23869999999988	0.1093913124932441	11	diastole	9	B	500	diastole
218.24879999999985	0.1093913124932441	11	diastole	10	B	500	diastole
233.91919999999982	0.0974985652428586	12	diastole	1	B	500	systole
234.90909999999985	0.0974985652428586	12	diastole	2	B	500	systole
235.82749999999987	0.0974985652428586	12	diastole	3	B	500	systole
236.54739999999993	0.0974985652428586	12	diastole	4	B	500	systole
237.26739999999995	0.0974985652428586	12	diastole	5	B	500	systole
237.98739999999998	0.0974985652428586	12	diastole	6	B	500	systole
238.6674999999998	0.0974985652428586	12	diastole	7	B	500	systole
239.36419999999998	0.0974985652428586	12	diastole	8	B	500	systole
240.41419999999994	0.0974985652428586	12	diastole	9	B	500	systole
241.4641999999999	0.0974985652428586	12	diastole	10	B	500	systole
242.50409999999988	0.0974985652428586	12	diastole	11	B	500	systole
246.44349999999986	0.128849093161989	13	systole	1	B	500	systole
247.20349999999985	0.128849093161989	13	systole	2	B	500	systole
247.92349999999988	0.128849093161989	13	systole	3	B	500	systole
248.61329999999998	0.128849093161989	13	systole	4	B	500	systole
249.18939999999998	0.128849093161989	13	systole	5	B	500	systole
249.6344999999999	0.128849093161989	13	systole	6	B	500	systole
250.32459999999992	0.128849093161989	13	systole	7	B	500	systole
251.2346	0.128849093161989	13	systole	8	B	500	systole
252.39449999999988	0.128849093161989	13	systole	9	B	500	systole
253.53459999999995	0.128849093161989	13	systole	10	B	500	systole
254.6746999999998	0.128849093161989	13	systole	11	B	500	systole
255.79459999999995	0.128849093161989	13	systole	12	B	500	systole
260.4774	0.1287500598700717	14	diastole	1	B	500	systole
261.2373	0.1287500598700717	14	diastole	2	B	500	systole
261.9393	0.1287500598700717	14	diastole	3	B	500	systole
262.6413	0.1287500598700717	14	diastole	4	B	500	systole
263.03369999999995	0.1287500598700717	14	diastole	5	B	500	systole
263.5419999999999	0.1287500598700717	14	diastole	6	B	500	systole
264.6419999999998	0.1287500598700717	14	diastole	7	B	500	systole
265.74199999999996	0.1287500598700717	14	diastole	8	B	500	systole
266.91239999999993	0.1287500598700717	14	diastole	9	B	500	systole
268.0824	0.1287500598700717	14	diastole	10	B	500	systole
271.77239999999983	0.1362516850058455	15	systole	1	B	500	diastole
272.5622999999998	0.1362516850058455	15	systole	2	B	500	diastole
273.30229999999983	0.1362516850058455	15	systole	3	B	500	diastole
274.05229999999983	0.1362516850058455	15	systole	4	B	500	diastole
274.91499999999996	0.1362516850058455	15	systole	5	B	500	diastole
275.8651	0.1362516850058455	15	systole	6	B	500	diastole
276.6761999999999	0.1362516850058455	15	systole	7	B	500	diastole
277.5863999999999	0.1362516850058455	15	systole	8	B	500	diastole
278.24209999999994	0.1362516850058455	15	systole	9	B	500	diastole
278.9227999999998	0.1362516850058455	15	systole	10	B	500	diastole
279.63279999999986	0.1362516850058455	15	systole	11	B	500	diastole
280.4843999999998	0.1362516850058455	15	systole	12	B	500	diastole
284.0184999999999	0.104473137675086	16	systole	1	B	500	diastole
284.8083999999999	0.104473137675086	16	systole	2	B	500	diastole
285.5981999999999	0.104473137675086	16	systole	3	B	500	diastole
286.4575	0.104473137675086	16	systole	4	B	500	diastole
287.2991999999999	0.104473137675086	16	systole	5	B	500	diastole
288.2950999999998	0.104473137675086	16	systole	6	B	500	diastole
289.3071	0.104473137675086	16	systole	7	B	500	diastole
290.31909999999993	0.104473137675086	16	systole	8	B	500	diastole
291.3117	0.104473137675086	16	systole	9	B	500	diastole
292.2821999999999	0.104473137675086	16	systole	10	B	500	diastole
295.33539999999994	0.1129828795674257	17	systole	1	B	500	diastole
295.9405999999999	0.1129828795674257	17	systole	2	B	500	diastole
296.4574	0.1129828795674257	17	systole	3	B	500	diastole
297.06729999999993	0.1129828795674257	17	systole	4	B	500	diastole
297.56809999999996	0.1129828795674257	17	systole	5	B	500	diastole
298.1081999999999	0.1129828795674257	17	systole	6	B	500	diastole
299.0281	0.1129828795674257	17	systole	7	B	500	diastole
300.0982999999999	0.1129828795674257	17	systole	8	B	500	diastole
301.1683999999998	0.1129828795674257	17	systole	9	B	500	diastole
302.25829999999996	0.1129828795674257	17	systole	10	B	500	diastole
303.3481999999999	0.1129828795674257	17	systole	11	B	500	diastole
304.5064	0.1129828795674257	17	systole	12	B	500	diastole
307.8736999999999	0.1256440157012548	18	systole	1	B	500	diastole
308.6833999999999	0.1256440157012548	18	systole	2	B	500	diastole
309.3567999999998	0.1256440157012548	18	systole	3	B	500	diastole
310.0767999999998	0.1256440157012548	18	systole	4	B	500	diastole
310.7172999999998	0.1256440157012548	18	systole	5	B	500	diastole
311.3240999999998	0.1256440157012548	18	systole	6	B	500	diastole
