onset	duration	trial_num	trial_type	tone_num	tone_type	frequency	response
47.00240000000008	0.0731266405200585	1	systole	1	B	500	systole
47.6558	0.0731266405200585	1	systole	2	B	500	systole
48.28580000000011	0.0731266405200585	1	systole	3	B	500	systole
48.92920000000004	0.0731266405200585	1	systole	4	B	500	systole
49.549200000000155	0.0731266405200585	1	systole	5	B	500	systole
50.169200000000046	0.0731266405200585	1	systole	6	B	500	systole
50.805000000000064	0.0731266405200585	1	systole	7	B	500	systole
51.46680000000015	0.0731266405200585	1	systole	8	B	500	systole
52.11680000000001	0.0731266405200585	1	systole	9	B	500	systole
52.762500000000045	0.0731266405200585	1	systole	10	B	500	systole
53.3451	0.0731266405200585	1	systole	11	B	500	systole
53.94510000000014	0.0731266405200585	1	systole	12	B	500	systole
54.53510000000006	0.0731266405200585	1	systole	13	B	500	systole
55.11930000000007	0.0731266405200585	1	systole	14	B	500	systole
55.71340000000009	0.0731266405200585	1	systole	15	B	500	systole
56.33339999999998	0.0731266405200585	1	systole	16	B	500	systole
62.01330000000007	0.0782307856134139	2	systole	1	B	500	diastole
62.633400000000165	0.0782307856134139	2	systole	2	B	500	diastole
63.237499999999955	0.0782307856134139	2	systole	3	B	500	diastole
63.831699999999955	0.0782307856134139	2	systole	4	B	500	diastole
64.43170000000009	0.0782307856134139	2	systole	5	B	500	diastole
65.0317	0.0782307856134139	2	systole	6	B	500	diastole
65.61159999999995	0.0782307856134139	2	systole	7	B	500	diastole
66.19579999999996	0.0782307856134139	2	systole	8	B	500	diastole
66.78999999999996	0.0782307856134139	2	systole	9	B	500	diastole
67.4058	0.0782307856134139	2	systole	10	B	500	diastole
68.01580000000013	0.0782307856134139	2	systole	11	B	500	diastole
68.62570000000005	0.0782307856134139	2	systole	12	B	500	diastole
69.21990000000005	0.0782307856134139	2	systole	13	B	500	diastole
69.81979999999999	0.0782307856134139	2	systole	14	B	500	diastole
70.48990000000003	0.0782307856134139	2	systole	15	B	500	diastole
71.1599000000001	0.0782307856134139	2	systole	16	B	500	diastole
75.26829999999995	0.0812506499351002	3	systole	1	B	500	diastole
75.8782000000001	0.0812506499351002	3	systole	2	B	500	diastole
76.4882	0.0812506499351002	3	systole	3	B	500	diastole
